"filename", "language", "PHP", "JavaScript", "HTML", "JSON", "CSS", "Markdown", "XML", "Shell Script", "YAML", "Docker", "SQL", "comment", "blank", "total"
"c:\xampp\htdocs\mainProject\pages\admin\assets\plugins\morrisjs\morris.css", "CSS", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\xampp\htdocs\mainProject\pages\admin\assets\plugins\morrisjs\morris.min.css", "CSS", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5
"c:\xampp\htdocs\mainProject\pages\admin\assets\plugins\multi-select\css\multi-select.css", "CSS", 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 10, 93
"c:\xampp\htdocs\mainProject\pages\admin\assets\plugins\multi-select\js\jquery.multi-select.js", "JavaScript", 0, 441, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 82, 537
"c:\xampp\htdocs\mainProject\pages\admin\assets\plugins\nestable\jquery.nestable.js", "JavaScript", 0, 393, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 54, 485
"c:\xampp\htdocs\mainProject\pages\admin\assets\plugins\nouislider\nouislider.js", "JavaScript", 0, 1183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 324, 452, 1959
"c:\xampp\htdocs\mainProject\pages\admin\assets\plugins\nouislider\nouislider.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 4
"c:\xampp\htdocs\mainProject\pages\admin\assets\plugins\select2\select2.css", "CSS", 0, 0, 0, 0, 552, 0, 0, 0, 0, 0, 0, 18, 123, 693
"c:\xampp\htdocs\mainProject\pages\admin\assets\plugins\select2\select2.min.js", "JavaScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 23
"c:\xampp\htdocs\mainProject\pages\admin\assets\plugins\summernote\dist\summernote.css", "CSS", 0, 0, 0, 0, 525, 0, 0, 0, 0, 0, 0, 0, 119, 644
"c:\xampp\htdocs\mainProject\pages\admin\assets\plugins\summernote\dist\summernote.js", "JavaScript", 0, 3259, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 2, 3356
"c:\xampp\htdocs\mainProject\pages\admin\assets\plugins\sweetalert\sweetalert.css", "CSS", 0, 0, 0, 0, 845, 0, 0, 0, 0, 0, 0, 18, 70, 933
"c:\xampp\htdocs\mainProject\pages\admin\assets\plugins\sweetalert\sweetalert.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\mainProject\pages\admin\viewSubject.php", "PHP", 338, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 370
"c:\xampp\htdocs\mainProject\pages\assets\bundles\c3.bundle.js", "JavaScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 11
"c:\xampp\htdocs\mainProject\pages\assets\bundles\countTo.bundle.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\mainProject\pages\assets\bundles\datatablescripts.bundle.js", "JavaScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\xampp\htdocs\mainProject\pages\assets\bundles\flotscripts.bundle.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\xampp\htdocs\mainProject\pages\assets\bundles\footable.bundle.js", "JavaScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\xampp\htdocs\mainProject\pages\assets\bundles\fullcalendarscripts.bundle.js", "JavaScript", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
"c:\xampp\htdocs\mainProject\pages\assets\bundles\jvectormap.bundle.js", "JavaScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"c:\xampp\htdocs\mainProject\pages\assets\bundles\knob.bundle.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\mainProject\pages\assets\bundles\libscripts.bundle.js", "JavaScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"c:\xampp\htdocs\mainProject\pages\assets\bundles\mainscripts.bundle.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\mainProject\pages\assets\bundles\morrisscripts.bundle.js", "JavaScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"c:\xampp\htdocs\mainProject\pages\assets\bundles\sparkline.bundle.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\xampp\htdocs\mainProject\pages\assets\bundles\vendorscripts.bundle.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\xampp\htdocs\mainProject\pages\assets\css\style.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\mainProject\pages\assets\css\weather-icons.min.css", "CSS", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 39, 0, 41
"c:\xampp\htdocs\mainProject\pages\assets\fonts\themify9f24.svg", "XML", 0, 0, 0, 0, 0, 0, 362, 0, 0, 0, 0, 0, 0, 362
"c:\xampp\htdocs\mainProject\pages\assets\fonts\weathericons-regular-webfont.svg", "XML", 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 0, 0, 257
"c:\xampp\htdocs\mainProject\pages\assets\images\404.svg", "XML", 0, 0, 0, 0, 0, 0, 260, 0, 0, 0, 0, 1, 1, 262
"c:\xampp\htdocs\mainProject\pages\assets\images\loader.svg", "XML", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 1, 1, 18
"c:\xampp\htdocs\mainProject\pages\assets\images\logo.svg", "XML", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 1, 1, 20
"c:\xampp\htdocs\mainProject\pages\assets\images\maintanance.svg", "XML", 0, 0, 0, 0, 0, 0, 393, 0, 0, 0, 0, 1, 2, 396
"c:\xampp\htdocs\mainProject\pages\assets\images\signin.svg", "XML", 0, 0, 0, 0, 0, 0, 217, 0, 0, 0, 0, 1, 2, 220
"c:\xampp\htdocs\mainProject\pages\assets\images\signup.svg", "XML", 0, 0, 0, 0, 0, 0, 414, 0, 0, 0, 0, 1, 18, 433
"c:\xampp\htdocs\mainProject\pages\assets\js\pages\blog\blog.js", "JavaScript", 0, 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 158
"c:\xampp\htdocs\mainProject\pages\assets\js\pages\calendar\calendar.js", "JavaScript", 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 141, 263
"c:\xampp\htdocs\mainProject\pages\assets\js\pages\charts\c3.js", "JavaScript", 0, 569, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 615
"c:\xampp\htdocs\mainProject\pages\assets\js\pages\charts\chartjs.js", "JavaScript", 0, 247, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 261
"c:\xampp\htdocs\mainProject\pages\assets\js\pages\charts\flot.js", "JavaScript", 0, 1364, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 47, 1440
"c:\xampp\htdocs\mainProject\pages\assets\js\pages\charts\jquery-knob.js", "JavaScript", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 46
"c:\xampp\htdocs\mainProject\pages\assets\js\pages\charts\jquery-knob.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\mainProject\pages\assets\js\pages\charts\morris.js", "JavaScript", 0, 277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 291
"c:\xampp\htdocs\mainProject\pages\assets\js\pages\charts\polar_area_chart.js", "JavaScript", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 59
"c:\xampp\htdocs\mainProject\pages\assets\js\pages\charts\sparkline.js", "JavaScript", 0, 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 23, 197
"c:\xampp\htdocs\mainProject\pages\assets\js\pages\ecommerce.js", "JavaScript", 0, 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 164
"c:\xampp\htdocs\mainProject\pages\assets\js\pages\forms\advanced-form-elements.js", "JavaScript", 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 17, 118
"c:\xampp\htdocs\mainProject\pages\assets\js\pages\forms\basic-form-elements.js", "JavaScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 21
"c:\xampp\htdocs\mainProject\pages\assets\js\pages\forms\dropify.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22
"c:\xampp\htdocs\mainProject\pages\assets\js\pages\forms\editors.js", "JavaScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 6
"c:\xampp\htdocs\mainProject\pages\assets\js\pages\forms\form-validation.js", "JavaScript", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 58
"c:\xampp\htdocs\mainProject\pages\assets\js\pages\forms\form-wizard.js", "JavaScript", 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 90
"c:\xampp\htdocs\mainProject\pages\assets\js\pages\index.js", "JavaScript", 0, 194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 9, 217
"c:\xampp\htdocs\mainProject\pages\assets\js\pages\maps\google.js", "JavaScript", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 98
"c:\xampp\htdocs\mainProject\pages\assets\js\pages\maps\jvectormap.js", "JavaScript", 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 84
"c:\xampp\htdocs\mainProject\pages\assets\js\pages\medias\image-gallery.js", "JavaScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\xampp\htdocs\mainProject\pages\assets\js\pages\tables\editable-table.js", "JavaScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\xampp\htdocs\mainProject\pages\assets\js\pages\tables\footable.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\mainProject\pages\assets\js\pages\tables\jquery-datatable.js", "JavaScript", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 11
"c:\xampp\htdocs\mainProject\pages\assets\js\pages\ticket-page.js", "JavaScript", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 39
"c:\xampp\htdocs\mainProject\pages\assets\js\pages\todo-js.js", "JavaScript", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 60
"c:\xampp\htdocs\mainProject\pages\assets\js\pages\ui\notifications.js", "JavaScript", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 47
"c:\xampp\htdocs\mainProject\pages\assets\js\pages\ui\range-sliders.js", "JavaScript", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 93
"c:\xampp\htdocs\mainProject\pages\assets\js\pages\ui\sortable-nestable.js", "JavaScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\xampp\htdocs\mainProject\pages\assets\js\pages\ui\sweetalert.js", "JavaScript", 0, 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 179
"c:\xampp\htdocs\mainProject\pages\assets\js\pages\widgets\infobox\infobox-1.js", "JavaScript", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 43
"c:\xampp\htdocs\mainProject\pages\assets\plugins\bootstrap-colorpicker\css\bootstrap-colorpicker.css", "CSS", 0, 0, 0, 0, 212, 0, 0, 0, 0, 0, 0, 10, 0, 222
"c:\xampp\htdocs\mainProject\pages\assets\plugins\bootstrap-colorpicker\js\bootstrap-colorpicker.js", "JavaScript", 0, 1023, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 34, 1107
"c:\xampp\htdocs\mainProject\pages\assets\plugins\bootstrap-material-datetimepicker\css\bootstrap-material-datetimepicker.css", "CSS", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 12, 50
"c:\xampp\htdocs\mainProject\pages\assets\plugins\bootstrap-material-datetimepicker\js\bootstrap-material-datetimepicker.js", "JavaScript", 0, 1033, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 145, 1178
"c:\xampp\htdocs\mainProject\pages\assets\plugins\bootstrap-notify\bootstrap-notify.js", "JavaScript", 0, 317, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 25, 354
"c:\xampp\htdocs\mainProject\pages\assets\plugins\bootstrap-select\css\bootstrap-select.css", "CSS", 0, 0, 0, 0, 291, 0, 0, 0, 0, 0, 0, 8, 1, 300
"c:\xampp\htdocs\mainProject\pages\assets\plugins\bootstrap-tagsinput\bootstrap-tagsinput.css", "CSS", 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 1, 55
"c:\xampp\htdocs\mainProject\pages\assets\plugins\bootstrap-tagsinput\bootstrap-tagsinput.js", "JavaScript", 0, 455, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 96, 664
"c:\xampp\htdocs\mainProject\pages\assets\plugins\bootstrap\css\bootstrap.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 6, 0, 7
"c:\xampp\htdocs\mainProject\pages\assets\plugins\chartjs\Chart.bundle.js", "JavaScript", 0, 13616, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2466, 2881, 18963
"c:\xampp\htdocs\mainProject\pages\assets\plugins\chartjs\polar_area_chart.js", "JavaScript", 0, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 22, 147
"c:\xampp\htdocs\mainProject\pages\assets\plugins\charts-c3\plugin.css", "CSS", 0, 0, 0, 0, 169, 0, 0, 0, 0, 0, 0, 17, 42, 228
"c:\xampp\htdocs\mainProject\pages\assets\plugins\ckeditor\ckeditor.js", "JavaScript", 0, 995, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 999
"c:\xampp\htdocs\mainProject\pages\assets\plugins\dropify\css\dropify.min.css", "CSS", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 6, 0, 8
"c:\xampp\htdocs\mainProject\pages\assets\plugins\dropify\fonts\dropify.svg", "XML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 13
"c:\xampp\htdocs\mainProject\pages\assets\plugins\dropify\js\dropify.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 10
"c:\xampp\htdocs\mainProject\pages\assets\plugins\dropzone\dropzone.js", "JavaScript", 0, 1598, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 111, 1768
"c:\xampp\htdocs\mainProject\pages\assets\plugins\editable-table\mindmup-editabletable.js", "JavaScript", 0, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 132
"c:\xampp\htdocs\mainProject\pages\assets\plugins\footable-bootstrap\css\footable.bootstrap.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\mainProject\pages\assets\plugins\footable-bootstrap\css\footable.standalone.min.css", "CSS", 0, 0, 0, 0, 726, 0, 0, 0, 0, 0, 0, 0, 114, 840
"c:\xampp\htdocs\mainProject\pages\assets\plugins\fullcalendar\fullcalendar.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 2, 7
"c:\xampp\htdocs\mainProject\pages\assets\plugins\gmaps\gmaps.js", "JavaScript", 0, 1798, 0, 0, 0, 0, 0, 0, 0, 0, 0, 174, 438, 2410
"c:\xampp\htdocs\mainProject\pages\assets\plugins\ion-rangeslider\css\ion.rangeSlider.css", "CSS", 0, 0, 0, 0, 670, 0, 0, 0, 0, 0, 0, 5, 1, 676
"c:\xampp\htdocs\mainProject\pages\assets\plugins\ion-rangeslider\js\ion.rangeSlider.js", "JavaScript", 0, 1741, 0, 0, 0, 0, 0, 0, 0, 0, 0, 214, 495, 2450
"c:\xampp\htdocs\mainProject\pages\assets\plugins\jquery-datatable\buttons\buttons.bootstrap4.min.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 7
"c:\xampp\htdocs\mainProject\pages\assets\plugins\jquery-datatable\buttons\buttons.colVis.min.js", "JavaScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\xampp\htdocs\mainProject\pages\assets\plugins\jquery-datatable\buttons\buttons.flash.min.js", "JavaScript", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 33
"c:\xampp\htdocs\mainProject\pages\assets\plugins\jquery-datatable\buttons\buttons.html5.min.js", "JavaScript", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28
"c:\xampp\htdocs\mainProject\pages\assets\plugins\jquery-datatable\buttons\buttons.print.min.js", "JavaScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\xampp\htdocs\mainProject\pages\assets\plugins\jquery-datatable\buttons\dataTables.buttons.min.js", "JavaScript", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 39
"c:\xampp\htdocs\mainProject\pages\assets\plugins\jquery-datatable\dataTables.bootstrap4.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\mainProject\pages\assets\plugins\jquery-inputmask\jquery.inputmask.bundle.js", "JavaScript", 0, 2581, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 29, 2617
"c:\xampp\htdocs\mainProject\pages\assets\plugins\jquery-knob\jquery.knob.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\mainProject\pages\assets\plugins\jquery-sparkline\jquery.sparkline.js", "JavaScript", 0, 2454, 0, 0, 0, 0, 0, 0, 0, 0, 0, 350, 260, 3064
"c:\xampp\htdocs\mainProject\pages\assets\plugins\jquery-spinner\css\bootstrap-spinner.css", "CSS", 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 1, 0, 61
"c:\xampp\htdocs\mainProject\pages\assets\plugins\jquery-spinner\js\jquery.spinner.js", "JavaScript", 0, 198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 45, 255
"c:\xampp\htdocs\mainProject\pages\assets\plugins\jquery-steps\jquery.steps.css", "CSS", 0, 0, 0, 0, 313, 0, 0, 0, 0, 0, 0, 10, 59, 382
"c:\xampp\htdocs\mainProject\pages\assets\plugins\jquery-steps\jquery.steps.js", "JavaScript", 0, 868, 0, 0, 0, 0, 0, 0, 0, 0, 0, 942, 232, 2042
"c:\xampp\htdocs\mainProject\pages\assets\plugins\jquery-validation\jquery.validate.js", "JavaScript", 0, 1173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 173, 228, 1574
"c:\xampp\htdocs\mainProject\pages\assets\plugins\jvectormap\jquery-jvectormap-2.0.3.css", "CSS", 0, 0, 0, 0, 113, 0, 0, 0, 0, 0, 0, 0, 22, 135
"c:\xampp\htdocs\mainProject\pages\assets\plugins\jvectormap\jquery-jvectormap-2.0.3.min.css", "CSS", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 23
"c:\xampp\htdocs\mainProject\pages\assets\plugins\jvectormap\jquery-jvectormap-au-mill.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\mainProject\pages\assets\plugins\jvectormap\jquery-jvectormap-in-mill.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\mainProject\pages\assets\plugins\jvectormap\jquery-jvectormap-uk-mill-en.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\mainProject\pages\assets\plugins\jvectormap\jquery-jvectormap-us-aea-en.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\mainProject\pages\assets\plugins\jvectormap\jquery-jvectormap-world-mill-en.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\mainProject\pages\assets\plugins\light-gallery\css\lightgallery.css", "CSS", 0, 0, 0, 0, 816, 0, 0, 0, 0, 0, 0, 5, 26, 847
"c:\xampp\htdocs\mainProject\pages\assets\plugins\light-gallery\fonts\lgd641.svg", "XML", 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 42
"c:\xampp\htdocs\mainProject\pages\assets\plugins\light-gallery\js\lightgallery-all.min.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 5
"c:\xampp\htdocs\mainProject\pages\assets\plugins\momentjs\moment.js", "JavaScript", 0, 3163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 335, 697, 4195
"c:\xampp\htdocs\mainProject\pages\assets\plugins\morrisjs\morris.css", "CSS", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\xampp\htdocs\mainProject\pages\assets\plugins\morrisjs\morris.min.css", "CSS", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5
"c:\xampp\htdocs\mainProject\pages\assets\plugins\multi-select\css\multi-select.css", "CSS", 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 10, 93
"c:\xampp\htdocs\mainProject\pages\assets\plugins\multi-select\js\jquery.multi-select.js", "JavaScript", 0, 441, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 82, 537
"c:\xampp\htdocs\mainProject\pages\assets\plugins\nestable\jquery.nestable.js", "JavaScript", 0, 393, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 54, 485
"c:\xampp\htdocs\mainProject\pages\assets\plugins\nouislider\nouislider.js", "JavaScript", 0, 1183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 324, 452, 1959
"c:\xampp\htdocs\mainProject\pages\assets\plugins\nouislider\nouislider.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 4
"c:\xampp\htdocs\mainProject\pages\assets\plugins\select2\select2.css", "CSS", 0, 0, 0, 0, 552, 0, 0, 0, 0, 0, 0, 18, 123, 693
"c:\xampp\htdocs\mainProject\pages\assets\plugins\select2\select2.min.js", "JavaScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 23
"c:\xampp\htdocs\mainProject\pages\assets\plugins\summernote\dist\summernote.css", "CSS", 0, 0, 0, 0, 525, 0, 0, 0, 0, 0, 0, 0, 119, 644
"c:\xampp\htdocs\mainProject\pages\assets\plugins\summernote\dist\summernote.js", "JavaScript", 0, 3259, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 2, 3356
"c:\xampp\htdocs\mainProject\pages\assets\plugins\sweetalert\sweetalert.css", "CSS", 0, 0, 0, 0, 845, 0, 0, 0, 0, 0, 0, 18, 70, 933
"c:\xampp\htdocs\mainProject\pages\assets\plugins\sweetalert\sweetalert.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\mainProject\pages\index.php", "PHP", 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 76
"c:\xampp\htdocs\mainProject\pages\signup.php", "PHP", 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 123
"c:\xampp\htdocs\mainProject\pages\student\assets\bundles\c3.bundle.js", "JavaScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 11
"c:\xampp\htdocs\mainProject\pages\student\assets\bundles\countTo.bundle.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\mainProject\pages\student\assets\bundles\datatablescripts.bundle.js", "JavaScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\xampp\htdocs\mainProject\pages\student\assets\bundles\flotscripts.bundle.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\xampp\htdocs\mainProject\pages\student\assets\bundles\footable.bundle.js", "JavaScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\xampp\htdocs\mainProject\pages\student\assets\bundles\fullcalendarscripts.bundle.js", "JavaScript", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
"c:\xampp\htdocs\mainProject\pages\student\assets\bundles\jvectormap.bundle.js", "JavaScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"c:\xampp\htdocs\mainProject\pages\student\assets\bundles\knob.bundle.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\mainProject\pages\student\assets\bundles\libscripts.bundle.js", "JavaScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"c:\xampp\htdocs\mainProject\pages\student\assets\bundles\mainscripts.bundle.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\mainProject\pages\student\assets\bundles\morrisscripts.bundle.js", "JavaScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"c:\xampp\htdocs\mainProject\pages\student\assets\bundles\sparkline.bundle.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\xampp\htdocs\mainProject\pages\student\assets\bundles\vendorscripts.bundle.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\xampp\htdocs\mainProject\pages\student\assets\css\style.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\mainProject\pages\student\assets\css\weather-icons.min.css", "CSS", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 39, 0, 41
"c:\xampp\htdocs\mainProject\pages\student\assets\fonts\themify9f24.svg", "XML", 0, 0, 0, 0, 0, 0, 362, 0, 0, 0, 0, 0, 0, 362
"c:\xampp\htdocs\mainProject\pages\student\assets\fonts\weathericons-regular-webfont.svg", "XML", 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 0, 0, 257
"c:\xampp\htdocs\mainProject\pages\student\assets\images\404.svg", "XML", 0, 0, 0, 0, 0, 0, 260, 0, 0, 0, 0, 1, 1, 262
"c:\xampp\htdocs\mainProject\pages\student\assets\images\loader.svg", "XML", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 1, 1, 18
"c:\xampp\htdocs\mainProject\pages\student\assets\images\logo.svg", "XML", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 1, 1, 20
